6290_0,0.11456859971711457
6290_1,0.11739130434782609
6290_2,0.11942446043165468
6291_0,0.2623762376237624
6291_1,0.26525529265255293
6291_2,0.2625766871165644
6292_0,0.1808695652173913
6292_1,0.17749419953596288
6292_2,0.18497109826589594
6293_0,0.27521112767014405
6293_1,0.27630922693266835
6293_2,0.2698650674662669
6294_0,0.2910479422995333
6294_1,0.2895303748384317
6294_2,0.2917547568710359
6295_0,0.29325153374233126
6295_1,0.3016656384947563
6295_2,0.31759398496240604
6296_0,0.36368593238822244
6296_1,0.3634391103878492
6296_2,0.373109243697479
6297_0,0.35246564268391267
6297_1,0.35635581832840635
6297_2,0.35621621621621624
6298_0,0.33944729762778186
6298_1,0.3384841795437822
6298_2,0.3400534369686665
6299_0,0.34493815849748055
6299_1,0.3455425017277125
6299_2,0.3489341983317887
6300_0,0.45426983324911574
6300_1,0.45035105315947843
6300_2,0.45056320400500627
6301_0,0.5982388552559164
6301_1,0.6009363811622143
6301_2,0.5571155073388641
6302_0,0.5090244459675577
6302_1,0.5281138790035588
6302_2,0.5054694621695534
6303_0,0.5818624467437614
6303_1,0.5787545787545788
6303_2,0.5784522003034901
6304_0,0.0
6304_1,0.0
6304_2,0.0
6305_0,0.5896551724137931
6305_1,0.6067615658362989
6305_2,0.6013493693165151
6306_0,0.0
6306_1,0.0
6306_2,0.0
6307_0,0.3713784021071115
6307_1,0.38995160175155563
6307_2,0.36726720208378555
6308_0,0.0
6308_1,0.0
6308_2,0.0
6309_0,0.0
6309_1,0.0
6309_2,0.0
6310_0,0.0
6310_1,0.0
6310_2,0.0
6311_0,0.3518248175182482
6311_1,0.354337899543379
6311_2,0.35096680043779643
6312_0,0.0
6312_1,0.0
6312_2,0.0
6313_0,0.2889717167287875
6313_1,0.2904856075587783
6313_2,0.285089637079143
6314_0,0.0
6314_1,0.0
6314_2,0.0
6315_0,0.4133450395083407
6315_1,0.39716814159292035
6315_2,0.4282751469063256
6316_0,0.0
6316_1,0.0
6316_2,0.0
6317_0,0.47604562737642586
6317_1,0.4783092324805339
6317_2,0.4807874313836835
6318_0,0.0
6318_1,0.0
6318_2,0.0
6319_0,0.45234399254889784
6319_1,0.4540986205803076
6319_2,0.46948659993542136
6320_0,0.43812451960030746
6320_1,0.4464772284935773
